Column1,text,score,Very.Pos,Very.Neg,Accurate?,Specific?
1710,"@AskCapitalOne awesome, I thought so. This is why I love yall",2,1,0,,
1711,@AskCapitalOne it was sent thru the secure message link.,1,0,0,,
1712,@AskCapitalOne How about someone reply to my email?,0,0,0,,
1713,"RT @AskCapitalOne: @Lokita169 That's not the way we want you to feel. If you'd like to discuss this, feel free to follow &amp; DM us w/ any con‚Ä¶",2,1,0,,
1714,@AskCapitalOne When I get everything paid off. I will cancel my creditcards! Just this weekend I got a call. When I just made arrangements,0,0,0,,
1715,@AskCapitalOne Is it possible to withdraw cash from an atm using a credit card?,0,0,0,,
1716,"@AskCapitalOne Apparently we do have a card, but we get the same call multiple times a day.",0,0,0,,
1717,@AskCapitalOne it's ok I just got my credit card recently! Ì†ΩÌ∏ø I'll just wait,0,0,0,,
1718,@AskCapitalOne no worries JD. I called and got it all squared away. You guys were just protecting me and I appreciate it.,0,0,0,,
1719,@AskCapitalOne ty,0,0,0,,
1720,@AskCapitalOne so I can still use my card to go shop around with no problems?,-1,0,0,,
1721,@AskCapitalOne my online statement says that i have a negative balance on my credit card. Does that mean I owe it to you?,-1,0,0,,
1722,"RT @AskCapitalOne: @colinrallen98 Hi there, please feel free to follow/DM us and let us know how we can help. Thanks ^AW",1,0,0,,
1723,"@AskCapitalOne I received an email for a free football back in October, still waiting, it was a competition on FB.",1,0,0,,
1724,@AskCapitalOne I made a check deposit 7 days ago using mobile phone funds still on hold says till 30th this is BS!,-1,0,0,,
1725,@AskCapitalOne Trying to use on 2013 Moto X,0,0,0,,
1726,@AskCapitalOne Trying to deposit checks using Android app but Deposit Now button does not respond.  Rebooted and reinstalled,0,0,0,,
1727,@AskCapitalOne @CapitalOne OUTSOURCED TO COUNTRIES WHERE THE U.S. EMBASSY WAS ATTACKED: NICARAGUA &amp; EL SALVADOR @Sitel_Nic,0,0,0,,
1728,@AskCapitalOne @good__mourning @CapitalOne THOSE ROBBED DOLLARS CAPITAL ONE STEALS FROM U GO OVERSEA 2 PAY FOREIGNERS WHO ALSO LIE 2 STEAL U,-3,0,1,,
1729,@AskCapitalOne @good__mourning @CapitalOne &amp; EVENTUALLY THEY LOOK BETTER THAN U CAUSE THEY DELAY WEBSITE ACCESS STEAL YOUR DOLLARS 2 FOREIGN,-1,0,0,,
1730,@AskCapitalOne @good__mourning @CapitalOne @CapitalOne web-site is always down THAT WAY CAN CHARGE LATE FEES &amp; BLAME U 4 NOT PAYING ON TIME,-1,0,0,,
1731,@AskCapitalOne @good__mourning them @CapitalOne foreign illetirate employees want 2 steal your dollars cause they get paid in dollars,-1,0,0,,
1732,@AskCapitalOne @good__mourning capital one will keep lying 2 u about your account via outsourced call they won't waive your fees oversea,-1,0,0,,
1733,@AskCapitalOne don't give a fuck that why they got fined $210 MILLION by the FEDS! They steal by delaying web site access won't waive fees,-3,0,1,,
1734,@AskCapitalOne thanks,0,0,0,,
1735,RT @AskCapitalOne: Good Morning! We're in and ready for your questions. Fire away! ^AW,2,1,0,,
1736,@AskCapitalOne @CapitalOne DONT GIVE A FUCK ABOUT PROVIDING CALL CENTER JOBS 4 AMERICANS THEY OUTSOURCE CALL CENTER 2 POOR NATIONS. $210 MIL,-2,0,1,,
1737,"RT @AskCapitalOne: @Joshw84itGraham Hi there, we hope to have a fix coming soon and do apologize for the inconvenience. ^AW",-1,0,0,,
1738,@AskCapitalOne can I see my interest rates on the app?,0,0,0,,
1739,@AskCapitalOne how long does it take for the reward points to show up ?,1,0,0,,
1740,@AskCapitalOne can my card get converted to a venture?,0,0,0,,
1741,@AskCapitalOne,0,0,0,,
1742,@AskCapitalOne lol that was quick but thank you! I will do that,1,0,0,,
1743,@AskCapitalOne You might want to fix your website and test from outside your offices.,0,0,0,,
1744,@AskCapitalOne HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA! Are you a f'ing bot?,0,0,0,,
1745,@AskCapitalOne http://t.co/oWv9sqtusj,0,0,0,,
1746,@AskCapitalOne This is exactly what it shows after selecting the Mobile Deposit menu item http://t.co/CDXYp5Sb3E,0,0,0,,
1747,@AskCapitalOne I'm using the latest version of chrome on a macbook pro. cache and cookies are clear. You got no reason to be down on my end.,1,0,0,,
1748,@AskCapitalOne We're chatting on the internet genius.,1,0,0,,
1749,@AskCapitalOne Are you an serious right now?,1,0,0,,
1750,@AskCapitalOne The Connection was reset.,0,0,0,,
1751,"@AskCapitalOne no. I don't mind the mail. I mind the mail with the fake cards.
Send a real one next time. Lol",-1,0,0,,
1752,"RT @AskCapitalOne: @QuakerThisOat Hey Janiece..saw your tweets. If you want us to stop sending these mailings, follow &amp; DM us w/ name &amp; add‚Ä¶",0,0,0,,
1753,"@AskCapitalOne ok, thanks",0,0,0,,
1754,@AskCapitalOne DM Sent,0,0,0,,
1755,@AskCapitalOne is there a way to request a replacement credit card online?,0,0,0,,
1756,"@AskCapitalOne And according to Google Play, the app is the current up to date version of the app",0,0,0,,
1757,@AskCapitalOne I'm getting this error when trying to use it. I was able to use it before I thought. http://t.co/bDXqNxrcW9,-1,0,0,,
1758,@AskCapitalOne thank you. But this is actually ridiculous,0,0,0,,
1759,"RT @AskCapitalOne: @Nicole_Carter_ Hey Nicole, our ATM's turning into a bandit. Plz give us a call at 1-800-655-2265 so we can assist with ‚Ä¶",0,0,0,,
1760,@AskCapitalOne Everything is taken care of Thank you.,1,0,0,,
1761,@AskCapitalOne FIX YOUR APP.,0,0,0,,
1762,@AskCapitalOne No assistance needed. You guys have been more proactive than @BofA_Help I this area and I wanted to call that out.,1,0,0,,
1763,@AskCapitalOne Thanks for the increase!,0,0,0,,
1764,@VENTITNOW @AskCapitalOne just spoke with Johnny. ID HOJ 612. #badservice #indifference #rudeness . @CapitalOne #shameless #nohelp,-2,0,1,,
1765,The people have spoken @AskCapitalOne. 7000+ of your mobile customers say your app sucks until it supports Lollipop http://t.co/GDu5JiminP,0,0,0,,
1766,@AskCapitalOne followed,0,0,0,,
1767,@AskCapitalOne no customer service took care of it fixed my name and sent out new card but I'm 100% sure I spelled my name right on the app,1,0,0,,
1768,"@AskCapitalOne so the problem is that it's a bad idea on mobile in general. Disable features per api level, don't lock people out entirely.",-3,0,1,,
1769,@AskCapitalOne your mobile app not being compatible with lollipop is very annoying.,0,0,0,,
1770,@AskCapitalOne I managed to get on last night. Thanks anyway.,0,0,0,,
1771,@AskCapitalOne No worries! Glad it was caught and a new card is on the way. Thanks for the great service!,1,0,0,,
1772,@AskCapitalOne can I make a deposit anywhere?,0,0,0,,
1773,@AskCapitalOne I'm waiting for the fraud department to call,-1,0,0,,
1774,"@AskCapitalOne  Xmas eve. Card had surplus, nothing owed! Refused to help. Case escalated. Get back to me in 5 bizz days",-1,0,0,,
1775,@AskCapitalOne why does capital one have a two credit card limit?,-1,0,0,,
1776,@AskCapitalOne @ventitnow no warning. STAY AWAY FROM CAPITAL ONE.#INSENSITIVE,-1,0,0,,
1777,"@AskCapitalOne Of.course I have spoken with @capitalone. Out of town,  Christmas. #scrooge nothing owing on card #badservice #stranded",0,0,0,,
1778,RT @AskCapitalOne: Happy Friday Twitterverse! We're here and ready for your questions! ^AW,2,1,0,,
1779,@AskCapitalOne putting the better bureau for business against u just like the other time U got fined $210 million 4 deceiving customers,1,0,0,,
1780,@AskCapitalOne @MotoMudder that's always their response they delay web-site access 2 charge you a late fee. All their call centers r oversea,-1,0,0,,
1781,"@AskCapitalOne thank you, got it :)",1,0,0,,
1782,@AskSunTrust Any other options? I currently do not live near a branch.,0,0,0,,
1783,@AskSunTrust It's probably right around the 30-day mark. What can I do to get the PIN changed other than waiting until the 30 days is up?,1,0,0,,
1784,@AskSunTrust Trying to change my PIN and keep getting redirected after verifying current PIN. Automated system broken?,-1,0,0,,
1785,@AskSunTrust I will! Truthfully I love Credit Unions as workers are happy &amp; always greet me with a Ì†ΩÌ∏Ä! Most banks greet people with Ì†ΩÌ≤©!,3,1,0,,
1786,@AskSunTrust recieved from u but not good but ook,1,0,0,,
1787,@AskSunTrust all over $12 maintance fee ill move on,0,0,0,,
1788,@AskSunTrust the way your reps talk to customers no bueno,0,0,0,,
1789,@AskSunTrust I have a question regarding your $100/ $200 cashback bonus offer when opening an account,2,1,0,,
1790,@AskSunTrust Check your private message.,0,0,0,,
1791,.@AskSunTrust Holy crap. This is the most useful tweet I've ever gotten on Twitter.,1,0,0,,
1792,@AskSunTrust Thanks for selling my car loan. Can't wait to send my CAR LOAN payment to a PO box. #totalynotshady #Terrible,-1,0,0,,
1793,"@AskSunTrust ""unable to accept deposits at this time"" or something to that effect.",-1,0,0,,
1794,@AskSunTrust No feedback ATM took my money and you guys are given me the run around horrible service you guys need better service,0,0,0,,
1795,@AskSunTrust it's happened over a dozen times this year on checks from a variety of banks.,1,0,0,,
1796,"I'm convinced that @AskSunTrust thinks I'm laundering money, because half of the checks I've deposited in the past month have been held.",0,0,0,,
1797,@AskSunTrust @AskSunTrust and I appreciate you continuing to be a customer service oriented bank!,1,0,0,,
1798,@AskSunTrust stopped at both 21228 atm machines. sorry to report that neither were taking deposits. so much for atm as a convenience.,0,0,0,,
1799,"RT @AskSunTrust: @Phresh0ffRunway Good morning, Amanda. We are so glad to hear it! Happy shopping. =) ^AD",3,1,0,,
1800,@AskSunTrust because im confused about pending with online banking. Can i ask for a courtesy or something?  Thats not right,0,0,0,,
1801,@AskSunTrust yeah i refuse to pay fees for no reason. Not everyone is rich,0,0,0,,
1802,@Askbbt you guy disregard loyal and long term customers. Closing account immediately . 15 yr relationship means nothing,0,0,0,,
1803,@askBBT I see how u treat customer. Please don't respond if you're going to brush off the point. Rude company and service,-1,0,0,,
1804,@askBBT I hav a basic acct. whn I first started it was $xx direct deposit 2 avoid fee now amt changed! Unfair practice 4 continued customer,0,0,0,,
1805,@askbbt Used your service for over 15 yrs. I started my first account with u. But the fees you're charging are unfair. I'm closing my acct.,0,0,0,,
1806,If @askBBT doesn't get it together and assist @Britpratt29 and I we will withdrawal our money and take our business to another bank,0,0,0,,
1807,@AskRBC another issue with my cards. 4th time this qtr they've been hot carded. This is so frustrating. #nothappy,-1,0,0,,
1808,@AskRBC following you now! Pls DM - thanks :),0,0,0,,
1809,"@AskRBC if I deposit a cheque fr my employer at an ATM, will 100% of the funds be available to me right away or do I need to visit a teller?",2,1,0,,
1810,@AskRBC boo lol...hope it's 8 weeks! Thanks!!! Ì†ΩÌ∏É,0,0,0,,
1811,@AskRBC why cant i log into my online account,0,0,0,,
1812,@AskRBC I think it's been more than 8 weeks now .. I haven't received my iPad yet.,0,0,0,,
1813,@AskRBC thanks for responding! I will DM you Ì†ΩÌ∏ä,0,0,0,,
1814,@AskRBC thank you for your excellent customer service!,2,1,0,,
1815,@AskRBC Yeah for sure,0,0,0,,
1816,@AskRBC PM'd you with my name and phone number. Anytime works for me. Although at least if is switch banks maybe I'll get a reward from them,2,1,0,,
1817,@AskRBC can't seem to private message your account on Twitter,0,0,0,,
1818,"@AskRBC Monday is fine. In the mean time, here is a little light reading for you that I found rather enjoyable. http://t.co/orTB9T45VC",2,1,0,,
1819,"@AskRBC my accounts are fine, it's that you seem to reward new customers while forgetting about the existing. My account is older than I am",2,1,0,,
1820,@AskRBC If I want to raise my credit on my credit card to I need to apply for a brand new one?,0,0,0,,
1821,"If @AskRBC offered the debit purchase and round up save option, I would switch all of my banking to them. Just saying &lt;hint hint&gt; Ì†ΩÌ∏â",0,0,0,,
1822,"@RBC_Canada @RBC When does your ""live chat"" open on the website? @AskRBC",0,0,0,,
1823,@AskRBC yippee !! :),0,0,0,,
1824,Wow @AskRBC needs to update their 'hold' time.,1,0,0,,
1825,@AskRBC thanks. An unpleasant surprise for sure. Helen at card services is sorting it out for us.,-1,0,0,,
1826,"@AskRBC Hi there - forwarding quasi-phishing emal to you now c/w full headers  
p.s. reply to was globalda@ex3.reliablehosting.com
cheers",0,0,0,,
1827,"@AskRBC Like death and taxes, nae? ;-)
Will do that now.
cheers 
/bdt",0,0,0,,
1828,@askrbc sent!,0,0,0,,
1829,@askrbc I cannot do that unless u follow me back.,0,0,0,,
1830,@AskRBC a new bank card asapppppp,0,0,0,,
1831,"@AskRBC 40yrs in my branch, I've never been refused a service. Why now? I'm changing!",-1,0,0,,
1832,"@AskRBC I was impressed it got past my spam filter. They usually don‚Äôt. Thanks for the info, DH!",1,0,0,,
1833,@buydeal_co @RBC_Canada @RBC @AmexCanada @AmericanExpress @AskRBC @AskAmexCanada @AskAmex,0,0,0,,
1834,@RBC_Canada @AskRBC amazing customer service at the Avioner lounge in Yorkdale. The girls are lovely. And can't beat free valet. #thanks!,3,1,0,,
1835,I definitely will send you the details. @ScotiabankHelps,0,0,0,,
1836,@ScotiabankHelps stolen bank card need help,-1,0,0,,
1837,@ScotiabankHelps Etihad airways lost my luggage from Toronto to Lahore Pakistan. Been 3 days and still no luggage. #help,-1,0,0,,
1838,@ScotiabankHelps Can. anyone help me get my @CineplexMovies missing #Scene points? I was told about a glitch in the system. 5 months?,-1,0,0,,
1839,@ScotiabankHelps Why does #Scotiabank promise #Cineplex #Scene points through #Visa &amp; then not honour? I wanted thes points 4 the holidays.,1,0,0,,
1840,@ScotiabankHelps Called December 5th about my missing #Scene points from July! Followed-up on December 19th to find out nothing done!,0,0,0,,
1841,@ScotiabankHelps Was promised by rep Jonathan 4000 @CineplexMovies #Scene points for getting a #Scotiabank #Visa card. Still waiting!,1,0,0,,
1842,"@ScotiabankHelps Hi, I just tried to use my debit card in Bolivia. Got ""transaction can't be completed"" but money was taken from my account",0,0,0,,
1843,@ScotiabankHelps can you help me,0,0,0,,
1844,@ScotiabankHelps how do I get the transit number? Filling out a sheet for direct deposit,0,0,0,,
1845,@ScotiabankHelps what's the best way for me to get instructions and the proper numbers to wire money into my account?,2,1,0,,
1846,@scotiabankHelps wondering why students who open up getting there account can not have a debit card until 12 years #misinfo by callcenter,0,0,0,,
1847,@ScotiabankHelps Humbertown branch in Etobicoke?,0,0,0,,
1848,@ScotiabankHelps Are you guys open tomorrow?,0,0,0,,
